Date,OrderID,Category,Item,Quantity,Price,PaymentMethod,Total
2026-03-22,ORD-01016,Pizza,BBQ Chicken,1,18.99,Card,18.99
2026-03-22,ORD-01017,Pizza,Pepperoni,1,16.99,Debit,16.99
2026-03-22,ORD-01017,Sides,Garlic Bread,1,6.99,Debit,6.99
2026-03-22,ORD-01017,Desserts,Cheesecake,1,7.99,Debit,7.99
2026-03-22,ORD-01018,Pizza,BBQ Chicken,1,18.99,Cash,18.99
2026-03-22,ORD-01019,Pizza,Meat Lovers,1,19.99,Card,19.99
2026-03-22,ORD-01019,Pizza,Vegetarian,1,15.99,Card,15.99
2026-03-22,ORD-01020,Drinks,Coffee,1,3.49,Debit,3.49
2026-03-22,ORD-01021,Drinks,Sprite,1,2.99,Cash,2.99
2026-03-22,ORD-01021,Pizza,Hawaiian,1,17.99,Cash,17.99
2026-03-22,ORD-01021,Drinks,Coffee,1,3.49,Cash,3.49
2026-03-22,ORD-01022,Sides,Chicken Wings,1,12.99,Card,12.99
2026-03-22,ORD-01022,Pizza,Pepperoni,1,16.99,Card,16.99
2026-03-22,ORD-01022,Drinks,Sprite,1,2.99,Card,2.99
2026-03-22,ORD-01023,Drinks,Sprite,1,2.99,Card,2.99
2026-03-22,ORD-01023,Pizza,Hawaiian,1,17.99,Card,17.99
2026-03-22,ORD-01024,Pizza,Vegetarian,1,15.99,Debit,15.99
2026-03-22,ORD-01024,Sides,Garlic Bread,1,6.99,Debit,6.99
2026-03-22,ORD-01024,Drinks,Coke,1,2.99,Debit,2.99
2026-03-22,ORD-01024,Pizza,Margherita,1,14.99,Debit,14.99
2026-03-22,ORD-01025,Sides,Caesar Salad,1,8.99,Debit,8.99
2026-03-22,ORD-01025,Pizza,Vegetarian,1,15.99,Debit,15.99
2026-03-22,ORD-01026,Pizza,BBQ Chicken,1,18.99,Debit,18.99
2026-03-22,ORD-01027,Sides,Chicken Wings,2,12.99,Card,25.98
2026-03-22,ORD-01027,Pizza,Hawaiian,1,17.99,Card,17.99
2026-03-22,ORD-01028,Drinks,Coke,1,2.99,Cash,2.99
2026-03-22,ORD-01029,Drinks,Coffee,1,3.49,Card,3.49
2026-03-22,ORD-01030,Pizza,Hawaiian,1,17.99,Cash,17.99
2026-03-22,ORD-01030,Drinks,Sprite,1,2.99,Cash,2.99
2026-03-22,ORD-01030,Desserts,Cheesecake,1,7.99,Cash,7.99
2026-03-22,ORD-01030,Pizza,Vegetarian,1,15.99,Cash,15.99
2026-03-22,ORD-01031,Pizza,Hawaiian,1,17.99,Card,17.99
2026-03-22,ORD-01032,Drinks,Water,1,1.99,Debit,1.99
2026-03-22,ORD-01032,Drinks,Coffee,1,3.49,Debit,3.49
2026-03-22,ORD-01033,Pizza,Margherita,1,14.99,Cash,14.99
2026-03-22,ORD-01033,Pizza,BBQ Chicken,1,18.99,Cash,18.99
2026-03-22,ORD-01034,Pizza,BBQ Chicken,1,18.99,Cash,18.99
2026-03-22,ORD-01034,Sides,Chicken Wings,1,12.99,Cash,12.99
2026-03-22,ORD-01035,Drinks,Coke,2,2.99,Card,5.98
2026-03-22,ORD-01036,Pizza,Vegetarian,1,15.99,Card,15.99
2026-03-22,ORD-01036,Sides,Chicken Wings,1,12.99,Card,12.99
2026-03-22,ORD-01036,Pizza,Hawaiian,1,17.99,Card,17.99
2026-03-23,ORD-01037,Pizza,Meat Lovers,1,19.99,Card,19.99
2026-03-23,ORD-01037,Pizza,Pepperoni,1,16.99,Card,16.99
2026-03-23,ORD-01037,Desserts,Tiramisu,1,7.99,Card,7.99
2026-03-23,ORD-01038,Pizza,Pepperoni,1,16.99,Cash,16.99
2026-03-23,ORD-01038,Sides,Chicken Wings,1,12.99,Cash,12.99
2026-03-23,ORD-01039,Sides,Garlic Bread,1,6.99,Cash,6.99
2026-03-23,ORD-01039,Sides,Chicken Wings,1,12.99,Cash,12.99
2026-03-23,ORD-01040,Drinks,Coffee,1,3.49,Card,3.49
2026-03-23,ORD-01040,Drinks,Water,1,1.99,Card,1.99
2026-03-23,ORD-01040,Pizza,Margherita,1,14.99,Card,14.99
2026-03-23,ORD-01041,Pizza,BBQ Chicken,2,18.99,Card,37.98
2026-03-23,ORD-01042,Sides,Chicken Wings,1,12.99,Cash,12.99
2026-03-23,ORD-01043,Pizza,Hawaiian,1,17.99,Card,17.99
2026-03-23,ORD-01043,Sides,Chicken Wings,1,12.99,Card,12.99
2026-03-23,ORD-01044,Drinks,Sprite,1,2.99,Card,2.99
2026-03-23,ORD-01044,Drinks,Coke,1,2.99,Card,2.99
2026-03-23,ORD-01044,Pizza,Margherita,1,14.99,Card,14.99
2026-03-23,ORD-01045,Drinks,Sprite,1,2.99,Card,2.99
2026-03-23,ORD-01045,Pizza,Hawaiian,1,17.99,Card,17.99
2026-03-23,ORD-01045,Drinks,Water,1,1.99,Card,1.99
2026-03-23,ORD-01045,Drinks,Coke,1,2.99,Card,2.99
2026-03-23,ORD-01046,Pizza,BBQ Chicken,1,18.99,Card,18.99
2026-03-23,ORD-01046,Pizza,Vegetarian,1,15.99,Card,15.99
2026-03-23,ORD-01046,Drinks,Water,1,1.99,Card,1.99
2026-03-23,ORD-01047,Drinks,Sprite,1,2.99,Debit,2.99
2026-03-23,ORD-01047,Pizza,Vegetarian,1,15.99,Debit,15.99
2026-03-23,ORD-01048,Drinks,Sprite,1,2.99,Cash,2.99
2026-03-23,ORD-01048,Drinks,Water,1,1.99,Cash,1.99
2026-03-23,ORD-01048,Sides,Garlic Bread,1,6.99,Cash,6.99
2026-03-23,ORD-01049,Drinks,Sprite,1,2.99,Debit,2.99
2026-03-23,ORD-01049,Pizza,BBQ Chicken,1,18.99,Debit,18.99
2026-03-23,ORD-01050,Drinks,Coke,1,2.99,Cash,2.99
2026-03-23,ORD-01051,Pizza,Pepperoni,2,16.99,Card,33.98
2026-03-23,ORD-01051,Sides,Caesar Salad,1,8.99,Card,8.99
2026-03-23,ORD-01051,Sides,Garlic Bread,1,6.99,Card,6.99
2026-03-23,ORD-01052,Desserts,Cheesecake,1,7.99,Debit,7.99
2026-03-23,ORD-01053,Pizza,Pepperoni,2,16.99,Card,33.98
2026-03-23,ORD-01053,Pizza,Hawaiian,1,17.99,Card,17.99
2026-03-24,ORD-01054,Pizza,Vegetarian,1,15.99,Card,15.99
2026-03-24,ORD-01054,Pizza,Margherita,1,14.99,Card,14.99
2026-03-24,ORD-01055,Sides,Mozzarella Sticks,1,9.99,Debit,9.99
2026-03-24,ORD-01055,Pizza,Meat Lovers,1,19.99,Debit,19.99
2026-03-24,ORD-01056,Drinks,Coffee,1,3.49,Card,3.49
2026-03-24,ORD-01056,Drinks,Coke,1,2.99,Card,2.99
2026-03-24,ORD-01057,Pizza,BBQ Chicken,1,18.99,Card,18.99
2026-03-24,ORD-01057,Pizza,Vegetarian,1,15.99,Card,15.99
2026-03-24,ORD-01058,Pizza,Margherita,1,14.99,Card,14.99
2026-03-24,ORD-01058,Drinks,Water,1,1.99,Card,1.99
2026-03-24,ORD-01059,Sides,Chicken Wings,1,12.99,Card,12.99
2026-03-24,ORD-01059,Drinks,Coffee,1,3.49,Card,3.49
2026-03-24,ORD-01060,Pizza,BBQ Chicken,1,18.99,Debit,18.99
2026-03-24,ORD-01060,Pizza,Hawaiian,1,17.99,Debit,17.99
2026-03-24,ORD-01061,Drinks,Coke,1,2.99,Debit,2.99
2026-03-24,ORD-01062,Drinks,Coffee,1,3.49,Card,3.49
2026-03-24,ORD-01062,Sides,Mozzarella Sticks,1,9.99,Card,9.99
2026-03-24,ORD-01063,Pizza,Pepperoni,1,16.99,Debit,16.99
2026-03-24,ORD-01063,Pizza,Margherita,1,14.99,Debit,14.99
2026-03-24,ORD-01063,Pizza,Meat Lovers,1,19.99,Debit,19.99
2026-03-24,ORD-01064,Pizza,Pepperoni,1,16.99,Card,16.99
2026-03-24,ORD-01064,Pizza,Vegetarian,1,15.99,Card,15.99
2026-03-24,ORD-01065,Pizza,Hawaiian,1,17.99,Card,17.99
2026-03-24,ORD-01065,Pizza,Vegetarian,1,15.99,Card,15.99
2026-03-24,ORD-01066,Pizza,Vegetarian,1,15.99,Card,15.99
2026-03-24,ORD-01066,Pizza,BBQ Chicken,1,18.99,Card,18.99
2026-03-24,ORD-01066,Pizza,Margherita,1,14.99,Card,14.99
2026-03-24,ORD-01067,Sides,Garlic Bread,1,6.99,Card,6.99
2026-03-24,ORD-01068,Pizza,Hawaiian,1,17.99,Debit,17.99
2026-03-24,ORD-01069,Sides,Mozzarella Sticks,1,9.99,Card,9.99
2026-03-24,ORD-01070,Pizza,BBQ Chicken,1,18.99,Card,18.99
2026-03-24,ORD-01070,Sides,Caesar Salad,1,8.99,Card,8.99
2026-03-24,ORD-01071,Drinks,Sprite,1,2.99,Card,2.99
2026-03-24,ORD-01072,Pizza,Vegetarian,1,15.99,Debit,15.99
2026-03-24,ORD-01072,Drinks,Coke,1,2.99,Debit,2.99
2026-03-24,ORD-01073,Pizza,Hawaiian,1,17.99,Debit,17.99
2026-03-24,ORD-01073,Pizza,Pepperoni,1,16.99,Debit,16.99
2026-03-24,ORD-01074,Drinks,Coke,1,2.99,Card,2.99
2026-03-24,ORD-01074,Pizza,Margherita,1,14.99,Card,14.99
2026-03-24,ORD-01075,Pizza,Margherita,1,14.99,Card,14.99
2026-03-24,ORD-01076,Pizza,Vegetarian,1,15.99,Debit,15.99
2026-03-24,ORD-01077,Pizza,BBQ Chicken,1,18.99,Card,18.99
2026-03-24,ORD-01077,Sides,Chicken Wings,1,12.99,Card,12.99
2026-03-24,ORD-01077,Drinks,Sprite,1,2.99,Card,2.99
2026-03-25,ORD-01078,Pizza,Pepperoni,1,16.99,Card,16.99
2026-03-25,ORD-01078,Pizza,Hawaiian,1,17.99,Card,17.99
2026-03-25,ORD-01079,Drinks,Coffee,1,3.49,Card,3.49
2026-03-25,ORD-01079,Drinks,Coke,1,2.99,Card,2.99
2026-03-25,ORD-01079,Pizza,Hawaiian,1,17.99,Card,17.99
2026-03-25,ORD-01080,Pizza,Hawaiian,1,17.99,Card,17.99
2026-03-25,ORD-01080,Pizza,Pepperoni,1,16.99,Card,16.99
2026-03-25,ORD-01081,Pizza,Vegetarian,1,15.99,Card,15.99
2026-03-25,ORD-01082,Pizza,Meat Lovers,1,19.99,Card,19.99
2026-03-25,ORD-01082,Desserts,Ice Cream,1,5.99,Card,5.99
2026-03-25,ORD-01082,Sides,Caesar Salad,1,8.99,Card,8.99
2026-03-25,ORD-01082,Pizza,Margherita,1,14.99,Card,14.99
2026-03-25,ORD-01083,Pizza,BBQ Chicken,1,18.99,Card,18.99
2026-03-25,ORD-01084,Pizza,Vegetarian,1,15.99,Card,15.99
2026-03-25,ORD-01084,Pizza,Pepperoni,1,16.99,Card,16.99
2026-03-25,ORD-01085,Sides,Mozzarella Sticks,1,9.99,Card,9.99
2026-03-25,ORD-01086,Drinks,Water,1,1.99,Card,1.99
2026-03-25,ORD-01087,Drinks,Coke,1,2.99,Debit,2.99
2026-03-25,ORD-01087,Pizza,Vegetarian,1,15.99,Debit,15.99
2026-03-25,ORD-01087,Pizza,Meat Lovers,1,19.99,Debit,19.99
2026-03-25,ORD-01088,Pizza,Margherita,1,14.99,Card,14.99
2026-03-25,ORD-01088,Pizza,Meat Lovers,1,19.99,Card,19.99
2026-03-25,ORD-01089,Pizza,BBQ Chicken,1,18.99,Card,18.99
2026-03-25,ORD-01089,Drinks,Sprite,1,2.99,Card,2.99
2026-03-25,ORD-01090,Pizza,Meat Lovers,1,19.99,Cash,19.99
2026-03-25,ORD-01090,Drinks,Coke,1,2.99,Cash,2.99
2026-03-25,ORD-01090,Pizza,Margherita,1,14.99,Cash,14.99
2026-03-25,ORD-01091,Pizza,Margherita,1,14.99,Card,14.99
2026-03-25,ORD-01092,Pizza,Margherita,1,14.99,Card,14.99
2026-03-25,ORD-01092,Sides,Chicken Wings,1,12.99,Card,12.99
2026-03-25,ORD-01092,Pizza,BBQ Chicken,1,18.99,Card,18.99
2026-03-25,ORD-01093,Sides,Chicken Wings,1,12.99,Debit,12.99
2026-03-25,ORD-01094,Drinks,Water,1,1.99,Card,1.99
2026-03-25,ORD-01094,Sides,Chicken Wings,1,12.99,Card,12.99
2026-03-25,ORD-01095,Sides,Chicken Wings,1,12.99,Cash,12.99
2026-03-25,ORD-01096,Pizza,BBQ Chicken,1,18.99,Card,18.99
2026-03-25,ORD-01096,Desserts,Ice Cream,1,5.99,Card,5.99
2026-03-25,ORD-01097,Pizza,Vegetarian,2,15.99,Debit,31.98
2026-03-25,ORD-01098,Sides,Chicken Wings,1,12.99,Cash,12.99
2026-03-25,ORD-01098,Drinks,Coke,1,2.99,Cash,2.99
2026-03-25,ORD-01099,Pizza,Hawaiian,1,17.99,Card,17.99
2026-03-25,ORD-01099,Drinks,Coke,1,2.99,Card,2.99
2026-03-25,ORD-01100,Pizza,BBQ Chicken,1,18.99,Debit,18.99
2026-03-25,ORD-01100,Drinks,Coffee,1,3.49,Debit,3.49
2026-03-25,ORD-01101,Pizza,Margherita,1,14.99,Card,14.99
2026-03-25,ORD-01101,Pizza,Meat Lovers,1,19.99,Card,19.99
2026-03-25,ORD-01101,Drinks,Sprite,1,2.99,Card,2.99
2026-03-25,ORD-01102,Sides,Mozzarella Sticks,1,9.99,Card,9.99
2026-03-25,ORD-01102,Drinks,Water,1,1.99,Card,1.99
2026-03-25,ORD-01103,Pizza,Margherita,1,14.99,Card,14.99
2026-03-25,ORD-01103,Drinks,Coffee,1,3.49,Card,3.49
2026-03-25,ORD-01104,Pizza,Margherita,1,14.99,Card,14.99
2026-03-25,ORD-01104,Sides,Mozzarella Sticks,1,9.99,Card,9.99
2026-03-25,ORD-01104,Drinks,Coffee,1,3.49,Card,3.49
2026-03-25,ORD-01105,Pizza,Margherita,1,14.99,Card,14.99
2026-03-25,ORD-01105,Pizza,Vegetarian,1,15.99,Card,15.99
2026-03-25,ORD-01105,Pizza,BBQ Chicken,1,18.99,Card,18.99
2026-03-26,ORD-01106,Pizza,Hawaiian,1,17.99,Card,17.99
2026-03-26,ORD-01106,Sides,Mozzarella Sticks,1,9.99,Card,9.99
2026-03-26,ORD-01107,Pizza,Pepperoni,1,16.99,Card,16.99
2026-03-26,ORD-01107,Drinks,Coffee,1,3.49,Card,3.49
2026-03-26,ORD-01108,Pizza,BBQ Chicken,1,18.99,Card,18.99
2026-03-26,ORD-01109,Drinks,Water,1,1.99,Debit,1.99
2026-03-26,ORD-01110,Drinks,Sprite,1,2.99,Card,2.99
2026-03-26,ORD-01110,Sides,Mozzarella Sticks,1,9.99,Card,9.99
2026-03-26,ORD-01111,Sides,Garlic Bread,1,6.99,Cash,6.99
2026-03-26,ORD-01112,Drinks,Water,2,1.99,Cash,3.98
2026-03-26,ORD-01113,Drinks,Water,1,1.99,Card,1.99
2026-03-26,ORD-01113,Pizza,Vegetarian,1,15.99,Card,15.99
2026-03-26,ORD-01114,Pizza,Margherita,1,14.99,Debit,14.99
2026-03-26,ORD-01114,Pizza,Vegetarian,1,15.99,Debit,15.99
2026-03-26,ORD-01115,Drinks,Coffee,1,3.49,Card,3.49
2026-03-26,ORD-01116,Pizza,Vegetarian,1,15.99,Card,15.99
2026-03-26,ORD-01116,Pizza,Hawaiian,1,17.99,Card,17.99
2026-03-26,ORD-01117,Pizza,Vegetarian,1,15.99,Card,15.99
2026-03-26,ORD-01118,Sides,Caesar Salad,1,8.99,Card,8.99
2026-03-26,ORD-01118,Drinks,Water,1,1.99,Card,1.99
2026-03-26,ORD-01118,Pizza,BBQ Chicken,1,18.99,Card,18.99
2026-03-26,ORD-01119,Drinks,Water,1,1.99,Debit,1.99
2026-03-26,ORD-01119,Pizza,BBQ Chicken,1,18.99,Debit,18.99
2026-03-26,ORD-01119,Pizza,Pepperoni,1,16.99,Debit,16.99
2026-03-27,ORD-01120,Sides,Mozzarella Sticks,1,9.99,Debit,9.99
2026-03-27,ORD-01120,Drinks,Coke,1,2.99,Debit,2.99
2026-03-27,ORD-01121,Drinks,Sprite,1,2.99,Card,2.99
2026-03-27,ORD-01121,Pizza,BBQ Chicken,1,18.99,Card,18.99
2026-03-27,ORD-01122,Pizza,Margherita,1,14.99,Card,14.99
2026-03-27,ORD-01123,Sides,Garlic Bread,1,6.99,Card,6.99
2026-03-27,ORD-01123,Pizza,Pepperoni,1,16.99,Card,16.99
2026-03-27,ORD-01123,Pizza,Hawaiian,1,17.99,Card,17.99
2026-03-27,ORD-01123,Desserts,Ice Cream,1,5.99,Card,5.99
2026-03-27,ORD-01124,Pizza,Hawaiian,1,17.99,Debit,17.99
2026-03-27,ORD-01124,Pizza,Meat Lovers,1,19.99,Debit,19.99
2026-03-27,ORD-01125,Pizza,Hawaiian,1,17.99,Card,17.99
2026-03-27,ORD-01125,Pizza,Meat Lovers,1,19.99,Card,19.99
2026-03-27,ORD-01126,Sides,Caesar Salad,1,8.99,Card,8.99
2026-03-27,ORD-01127,Pizza,Margherita,1,14.99,Cash,14.99
2026-03-27,ORD-01127,Pizza,BBQ Chicken,1,18.99,Cash,18.99
2026-03-27,ORD-01127,Desserts,Cheesecake,1,7.99,Cash,7.99
2026-03-27,ORD-01128,Pizza,Pepperoni,1,16.99,Card,16.99
2026-03-27,ORD-01129,Pizza,Meat Lovers,1,19.99,Cash,19.99
2026-03-27,ORD-01129,Pizza,Margherita,1,14.99,Cash,14.99
2026-03-27,ORD-01130,Pizza,BBQ Chicken,1,18.99,Card,18.99
2026-03-27,ORD-01130,Pizza,Margherita,1,14.99,Card,14.99
2026-03-27,ORD-01131,Drinks,Coffee,1,3.49,Cash,3.49
2026-03-27,ORD-01132,Pizza,Pepperoni,1,16.99,Card,16.99
2026-03-27,ORD-01132,Pizza,Hawaiian,1,17.99,Card,17.99
2026-03-27,ORD-01133,Sides,Caesar Salad,1,8.99,Card,8.99
2026-03-27,ORD-01133,Sides,Chicken Wings,2,12.99,Card,25.98
2026-03-27,ORD-01134,Sides,Caesar Salad,1,8.99,Card,8.99
2026-03-27,ORD-01135,Pizza,Margherita,1,14.99,Card,14.99
2026-03-27,ORD-01135,Desserts,Ice Cream,1,5.99,Card,5.99
2026-03-27,ORD-01136,Pizza,Margherita,1,14.99,Debit,14.99
2026-03-27,ORD-01137,Sides,Caesar Salad,1,8.99,Card,8.99
2026-03-27,ORD-01138,Pizza,Margherita,1,14.99,Debit,14.99
2026-03-27,ORD-01138,Sides,Mozzarella Sticks,1,9.99,Debit,9.99
2026-03-27,ORD-01139,Pizza,Vegetarian,1,15.99,Card,15.99
2026-03-27,ORD-01139,Pizza,Margherita,1,14.99,Card,14.99
2026-03-27,ORD-01139,Sides,Garlic Bread,1,6.99,Card,6.99
2026-03-27,ORD-01140,Pizza,BBQ Chicken,1,18.99,Card,18.99
2026-03-27,ORD-01140,Pizza,Margherita,1,14.99,Card,14.99
2026-03-27,ORD-01141,Pizza,BBQ Chicken,2,18.99,Debit,37.98
2026-03-27,ORD-01142,Pizza,Meat Lovers,1,19.99,Debit,19.99
2026-03-27,ORD-01142,Pizza,Margherita,1,14.99,Debit,14.99
2026-03-27,ORD-01143,Pizza,Meat Lovers,1,19.99,Cash,19.99
2026-03-27,ORD-01144,Pizza,Pepperoni,1,16.99,Debit,16.99
2026-03-27,ORD-01145,Drinks,Coffee,1,3.49,Card,3.49
2026-03-27,ORD-01145,Pizza,Meat Lovers,1,19.99,Card,19.99
2026-03-27,ORD-01145,Drinks,Sprite,1,2.99,Card,2.99
2026-03-27,ORD-01146,Pizza,BBQ Chicken,1,18.99,Debit,18.99
2026-03-27,ORD-01146,Drinks,Sprite,1,2.99,Debit,2.99
2026-03-27,ORD-01146,Pizza,Margherita,1,14.99,Debit,14.99
2026-03-27,ORD-01147,Pizza,Meat Lovers,1,19.99,Debit,19.99
2026-03-27,ORD-01148,Drinks,Sprite,1,2.99,Card,2.99
2026-03-27,ORD-01148,Pizza,BBQ Chicken,1,18.99,Card,18.99
2026-03-27,ORD-01149,Pizza,Meat Lovers,1,19.99,Cash,19.99
2026-03-27,ORD-01149,Drinks,Coffee,1,3.49,Cash,3.49
2026-03-27,ORD-01149,Drinks,Water,1,1.99,Cash,1.99
2026-03-27,ORD-01150,Pizza,Margherita,1,14.99,Debit,14.99
2026-03-27,ORD-01151,Sides,Chicken Wings,1,12.99,Card,12.99
2026-03-27,ORD-01151,Desserts,Ice Cream,1,5.99,Card,5.99
2026-03-27,ORD-01151,Pizza,Vegetarian,1,15.99,Card,15.99
2026-03-27,ORD-01152,Pizza,Meat Lovers,1,19.99,Cash,19.99
2026-03-27,ORD-01152,Sides,Chicken Wings,1,12.99,Cash,12.99
2026-03-28,ORD-01153,Pizza,BBQ Chicken,1,18.99,Cash,18.99
2026-03-28,ORD-01153,Pizza,Pepperoni,1,16.99,Cash,16.99
2026-03-28,ORD-01154,Pizza,Hawaiian,1,17.99,Card,17.99
2026-03-28,ORD-01154,Sides,Garlic Bread,1,6.99,Card,6.99
2026-03-28,ORD-01155,Drinks,Coffee,1,3.49,Card,3.49
2026-03-28,ORD-01155,Pizza,Hawaiian,2,17.99,Card,35.98
2026-03-28,ORD-01156,Sides,Caesar Salad,1,8.99,Card,8.99
2026-03-28,ORD-01156,Pizza,BBQ Chicken,1,18.99,Card,18.99
2026-03-28,ORD-01156,Sides,Chicken Wings,1,12.99,Card,12.99
2026-03-28,ORD-01157,Sides,Caesar Salad,2,8.99,Card,17.98
2026-03-28,ORD-01158,Pizza,Pepperoni,1,16.99,Card,16.99
2026-03-28,ORD-01158,Pizza,Margherita,1,14.99,Card,14.99
2026-03-28,ORD-01159,Sides,Chicken Wings,1,12.99,Card,12.99
2026-03-28,ORD-01159,Sides,Mozzarella Sticks,1,9.99,Card,9.99
2026-03-28,ORD-01159,Desserts,Tiramisu,1,7.99,Card,7.99
2026-03-28,ORD-01160,Drinks,Coke,1,2.99,Debit,2.99
2026-03-28,ORD-01160,Desserts,Tiramisu,1,7.99,Debit,7.99
2026-03-28,ORD-01161,Pizza,Pepperoni,1,16.99,Cash,16.99
2026-03-28,ORD-01161,Pizza,Vegetarian,1,15.99,Cash,15.99
2026-03-28,ORD-01162,Pizza,Pepperoni,1,16.99,Card,16.99
2026-03-28,ORD-01162,Pizza,Vegetarian,1,15.99,Card,15.99
2026-03-28,ORD-01163,Drinks,Coke,1,2.99,Cash,2.99
2026-03-28,ORD-01164,Pizza,Meat Lovers,1,19.99,Card,19.99
2026-03-28,ORD-01165,Drinks,Coffee,1,3.49,Cash,3.49
2026-03-28,ORD-01165,Pizza,Vegetarian,1,15.99,Cash,15.99
2026-03-28,ORD-01165,Drinks,Sprite,1,2.99,Cash,2.99
2026-03-28,ORD-01165,Desserts,Cheesecake,1,7.99,Cash,7.99
2026-03-28,ORD-01166,Pizza,Vegetarian,1,15.99,Card,15.99
2026-03-28,ORD-01167,Desserts,Cheesecake,1,7.99,Debit,7.99
2026-03-28,ORD-01167,Pizza,Margherita,1,14.99,Debit,14.99
2026-03-28,ORD-01168,Pizza,Pepperoni,1,16.99,Debit,16.99
2026-03-28,ORD-01168,Pizza,Vegetarian,1,15.99,Debit,15.99
2026-03-28,ORD-01169,Pizza,BBQ Chicken,1,18.99,Debit,18.99
2026-03-28,ORD-01170,Pizza,Margherita,1,14.99,Debit,14.99
2026-03-28,ORD-01170,Pizza,Hawaiian,1,17.99,Debit,17.99
2026-03-28,ORD-01171,Sides,Mozzarella Sticks,1,9.99,Debit,9.99
2026-03-28,ORD-01172,Drinks,Water,1,1.99,Card,1.99
2026-03-28,ORD-01173,Sides,Mozzarella Sticks,1,9.99,Debit,9.99
2026-03-28,ORD-01174,Drinks,Water,1,1.99,Card,1.99
2026-03-28,ORD-01175,Pizza,Vegetarian,1,15.99,Debit,15.99
2026-03-28,ORD-01175,Pizza,Margherita,1,14.99,Debit,14.99
2026-03-28,ORD-01176,Sides,Caesar Salad,1,8.99,Card,8.99
2026-03-28,ORD-01176,Drinks,Coke,1,2.99,Card,2.99
2026-03-28,ORD-01176,Drinks,Water,1,1.99,Card,1.99
2026-03-28,ORD-01177,Pizza,Hawaiian,1,17.99,Cash,17.99
2026-03-28,ORD-01178,Sides,Mozzarella Sticks,1,9.99,Card,9.99
2026-03-28,ORD-01178,Pizza,Margherita,1,14.99,Card,14.99
2026-03-28,ORD-01179,Pizza,Vegetarian,1,15.99,Card,15.99
2026-03-28,ORD-01180,Pizza,Vegetarian,1,15.99,Card,15.99
2026-03-28,ORD-01180,Drinks,Sprite,1,2.99,Card,2.99
2026-03-28,ORD-01181,Sides,Garlic Bread,2,6.99,Card,13.98
2026-03-28,ORD-01181,Pizza,Vegetarian,1,15.99,Card,15.99
2026-03-28,ORD-01181,Sides,Caesar Salad,1,8.99,Card,8.99
2026-03-28,ORD-01182,Pizza,Pepperoni,1,16.99,Card,16.99
